author_id,id,created_at,text,clean_text,tweet_tokenized,tweet_nonstop,tweet_stemmed,tweet_lemmatized,sentiment,label
1237301088505565184,1575179550291808257,2022-09-28T17:44:04.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
286974268,1575179008114769922,2022-09-28T17:41:55.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
402257678,1575178964850868225,2022-09-28T17:41:45.000Z,"RT @koryodynasty: Always trust men to come up with policies for women. In this case, an ingenious plan for them to have babies to boost Sou…",always trust come with policies women this case ingenious plan them have babies boost,"['always', 'trust', 'come', 'with', 'policies', 'women', 'this', 'case', 'ingenious', 'plan', 'them', 'have', 'babies', 'boost']","['always', 'trust', 'come', 'policies', 'women', 'case', 'ingenious', 'plan', 'babies', 'boost']","['alway', 'trust', 'come', 'polici', 'women', 'case', 'ingeni', 'plan', 'babi', 'boost']","['always', 'trust', 'come', 'policy', 'woman', 'case', 'ingenious', 'plan', 'baby', 'boost']",0.7184,positive
275942684,1575177789191225345,2022-09-28T17:37:04.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
1246859763066916867,1575176098069061635,2022-09-28T17:30:21.000Z,"Graduate level training in fertility at Nanjing University of Traditional Chinese Medicine the #1 fertility TCM university in China.  Grow your family with us!

https://t.co/1In3BXQ0K1
778-484-9922

 #KelownaFertility #AcupunctureKelowna #ChineseMedicineKelowna https://t.co/Qea8BK6Ze0",graduate level training fertility nanjing university traditional chinese medicine fertility university china grow your family with,"['graduate', 'level', 'training', 'fertility', 'nanjing', 'university', 'traditional', 'chinese', 'medicine', 'fertility', 'university', 'china', 'grow', 'your', 'family', 'with']","['graduate', 'level', 'training', 'fertility', 'nanjing', 'university', 'traditional', 'chinese', 'medicine', 'fertility', 'university', 'china', 'grow', 'family']","['graduat', 'level', 'train', 'fertil', 'nanj', 'univers', 'tradit', 'chines', 'medicin', 'fertil', 'univers', 'china', 'grow', 'famili']","['graduate', 'level', 'training', 'fertility', 'nanjing', 'university', 'traditional', 'chinese', 'medicine', 'fertility', 'university', 'china', 'grow', 'family']",0.0,neutral
2222397932,1575173459805552640,2022-09-28T17:19:52.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
316080202,1575170057361326081,2022-09-28T17:06:21.000Z,"@MichiganWave @Ambroge_ @BirthGauge the world population is not exploding. Fertility rates are declining. They decline as people become better off and women become better educated. Look at India, look at China, look at the world",world population exploding fertility rates declining they decline people become better women become better educated look india look china look world,"['world', 'population', 'exploding', 'fertility', 'rates', 'declining', 'they', 'decline', 'people', 'become', 'better', 'women', 'become', 'better', 'educated', 'look', 'india', 'look', 'china', 'look', 'world']","['world', 'population', 'exploding', 'fertility', 'rates', 'declining', 'decline', 'people', 'become', 'better', 'women', 'become', 'better', 'educated', 'look', 'india', 'look', 'china', 'look', 'world']","['world', 'popul', 'explod', 'fertil', 'rate', 'declin', 'declin', 'peopl', 'becom', 'better', 'women', 'becom', 'better', 'educ', 'look', 'india', 'look', 'china', 'look', 'world']","['world', 'population', 'exploding', 'fertility', 'rate', 'declining', 'decline', 'people', 'become', 'better', 'woman', 'become', 'better', 'educated', 'look', 'india', 'look', 'china', 'look', 'world']",0.7003,positive
1226624365942296576,1575167288332132353,2022-09-28T16:55:21.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
1259888811137396736,1575165596568006657,2022-09-28T16:48:38.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
288551783,1575163877515730944,2022-09-28T16:41:48.000Z,"People get worried about Japan and Europe's falling fertility rate, I wonder what's wrong with Bengal...
https://t.co/eTtwu2fYoi",people worried about japan europe falling fertility rate wonder what wrong with bengal,"['people', 'worried', 'about', 'japan', 'europe', 'falling', 'fertility', 'rate', 'wonder', 'what', 'wrong', 'with', 'bengal']","['people', 'worried', 'japan', 'europe', 'falling', 'fertility', 'rate', 'wonder', 'wrong', 'bengal']","['peopl', 'worri', 'japan', 'europ', 'fall', 'fertil', 'rate', 'wonder', 'wrong', 'bengal']","['people', 'worried', 'japan', 'europe', 'falling', 'fertility', 'rate', 'wonder', 'wrong', 'bengal']",-0.7096,negative
1477828545150058505,1575162449955033088,2022-09-28T16:36:07.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
2177611189,1575161961687687168,2022-09-28T16:34:11.000Z,"RT @TheKoreaHerald: As South Korea struggles to reverse a falling fertility rate, Seoul Mayor Oh Se-hoon has come up with a new idea: Open…",south korea struggles reverse falling fertility rate seoul mayor hoon come with idea open,"['south', 'korea', 'struggles', 'reverse', 'falling', 'fertility', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'with', 'idea', 'open']","['south', 'korea', 'struggles', 'reverse', 'falling', 'fertility', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'idea', 'open']","['south', 'korea', 'struggl', 'revers', 'fall', 'fertil', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'idea', 'open']","['south', 'korea', 'struggle', 'reverse', 'falling', 'fertility', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'idea', 'open']",-0.4767,negative
89884720,1575158957102211072,2022-09-28T16:22:15.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
129615849,1575157829773688832,2022-09-28T16:17:46.000Z,"RT @TheKoreaHerald: As South Korea struggles to reverse a falling fertility rate, Seoul Mayor Oh Se-hoon has come up with a new idea: Open…",south korea struggles reverse falling fertility rate seoul mayor hoon come with idea open,"['south', 'korea', 'struggles', 'reverse', 'falling', 'fertility', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'with', 'idea', 'open']","['south', 'korea', 'struggles', 'reverse', 'falling', 'fertility', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'idea', 'open']","['south', 'korea', 'struggl', 'revers', 'fall', 'fertil', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'idea', 'open']","['south', 'korea', 'struggle', 'reverse', 'falling', 'fertility', 'rate', 'seoul', 'mayor', 'hoon', 'come', 'idea', 'open']",-0.4767,negative
2379689256,1575157699515338752,2022-09-28T16:17:15.000Z,"RT @koryodynasty: Always trust men to come up with policies for women. In this case, an ingenious plan for them to have babies to boost Sou…",always trust come with policies women this case ingenious plan them have babies boost,"['always', 'trust', 'come', 'with', 'policies', 'women', 'this', 'case', 'ingenious', 'plan', 'them', 'have', 'babies', 'boost']","['always', 'trust', 'come', 'policies', 'women', 'case', 'ingenious', 'plan', 'babies', 'boost']","['alway', 'trust', 'come', 'polici', 'women', 'case', 'ingeni', 'plan', 'babi', 'boost']","['always', 'trust', 'come', 'policy', 'woman', 'case', 'ingenious', 'plan', 'baby', 'boost']",0.7184,positive
446063526,1575156548971954176,2022-09-28T16:12:40.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
1102678152973824000,1575156260143796224,2022-09-28T16:11:32.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
146405741,1575156232532692997,2022-09-28T16:11:25.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
835843175407300608,1575155525859577857,2022-09-28T16:08:36.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
116727986,1575155043627503616,2022-09-28T16:06:42.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
3328605980,1575154892477382656,2022-09-28T16:06:05.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
1083369923395502080,1575153719045652481,2022-09-28T16:01:26.000Z,"RT @koryodynasty: Always trust men to come up with policies for women. In this case, an ingenious plan for them to have babies to boost Sou…",always trust come with policies women this case ingenious plan them have babies boost,"['always', 'trust', 'come', 'with', 'policies', 'women', 'this', 'case', 'ingenious', 'plan', 'them', 'have', 'babies', 'boost']","['always', 'trust', 'come', 'policies', 'women', 'case', 'ingenious', 'plan', 'babies', 'boost']","['alway', 'trust', 'come', 'polici', 'women', 'case', 'ingeni', 'plan', 'babi', 'boost']","['always', 'trust', 'come', 'policy', 'woman', 'case', 'ingenious', 'plan', 'baby', 'boost']",0.7184,positive
54877073,1575152515938541569,2022-09-28T15:56:39.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
775360514197028865,1575152160358428678,2022-09-28T15:55:14.000Z,RT @nytimes: South Korea has had the world's lowest total fertility rate for years. The mayor of Seoul said more nannies would encourage co…,south korea world lowest total fertility rate years mayor seoul said more nannies would encourage,"['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'more', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'years', 'mayor', 'seoul', 'said', 'nannies', 'would', 'encourage']","['south', 'korea', 'world', 'lowest', 'total', 'fertil', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanni', 'would', 'encourag']","['south', 'korea', 'world', 'lowest', 'total', 'fertility', 'rate', 'year', 'mayor', 'seoul', 'said', 'nanny', 'would', 'encourage']",0.2415,positive
1407832441784569867,1575151758866792448,2022-09-28T15:53:38.000Z,"RT @koryodynasty: Always trust men to come up with policies for women. In this case, an ingenious plan for them to have babies to boost Sou…",always trust come with policies women this case ingenious plan them have babies boost,"['always', 'trust', 'come', 'with', 'policies', 'women', 'this', 'case', 'ingenious', 'plan', 'them', 'have', 'babies', 'boost']","['always', 'trust', 'come', 'policies', 'women', 'case', 'ingenious', 'plan', 'babies', 'boost']","['alway', 'trust', 'come', 'polici', 'women', 'case', 'ingeni', 'plan', 'babi', 'boost']","['always', 'trust', 'come', 'policy', 'woman', 'case', 'ingenious', 'plan', 'baby', 'boost']",0.7184,positive
